transaction_id,posting_date,document_date,amount,vendor_name,invoice_number,debit_account,credit_account,narration,is_manual_entry,gst_amount,gstin
TXN-028812,2025-05-02,2025-05-02,2365.91,VENDOR_Y09,INV-2025-4607,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_Y09,False,425.86,27ABCDE5098F1Z5
TXN-028813,2026-03-06,2026-03-05,1101.04,VENDOR_0028,INV-2025-9934,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0028,False,198.19,27ABCDE4057F1Z5
TXN-028814,2025-11-08,2025-11-06,7605.71,VENDOR_0022,INV-2025-7516,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0022,False,1369.03,27ABCDE3376F1Z5
TXN-028815,2026-01-25,2026-01-22,483.16,VENDOR_0001,INV-2025-2883,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0001,False,86.97,27ABCDE2895F1Z5
TXN-028816,2026-03-07,2026-03-04,66981.17,VENDOR_0129,INV-2025-1238,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0129,False,12056.61,27ABCDE7165F1Z5
TXN-028817,2025-06-23,2025-06-21,1499.61,VENDOR_0007,INV-2025-5248,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0007,False,269.93,27ABCDE6941F1Z5
TXN-028818,2025-07-16,2025-07-14,14300.7,VENDOR_0076,INV-2025-1640,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0076,False,2574.13,27ABCDE7999F1Z5
TXN-028819,2025-08-12,2025-08-10,1545.25,VENDOR_0126,INV-2025-9493,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0126,False,278.14,27ABCDE7450F1Z5
TXN-028820,2025-04-20,2025-04-19,18014.27,VENDOR_0122,INV-2025-8685,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0122,False,3242.57,27ABCDE9647F1Z5
TXN-028821,2025-07-26,2025-07-26,14458.98,VENDOR_0177,INV-2025-2369,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0177,False,2602.62,27ABCDE2816F1Z5
TXN-028822,2025-04-09,2025-04-06,838.27,VENDOR_0127,INV-2025-6038,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0127,False,150.89,27ABCDE2864F1Z5
TXN-028823,2025-09-26,2025-09-24,7428.7,VENDOR_0119,INV-2025-4266,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0119,False,1337.17,27ABCDE3468F1Z5
TXN-028824,2025-07-26,2025-07-23,1151.98,VENDOR_0119,INV-2025-2759,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0119,False,207.36,27ABCDE1645F1Z5
TXN-028825,2025-09-20,2025-09-18,8062.15,VENDOR_0074,INV-2025-8168,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0074,False,1451.19,27ABCDE6448F1Z5
TXN-028826,2025-06-12,2025-06-12,2643.37,VENDOR_0175,INV-2025-9083,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0175,False,475.81,27ABCDE7704F1Z5
TXN-028827,2025-05-28,2025-05-25,3473.07,VENDOR_0061,INV-2025-7268,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0061,False,625.15,27ABCDE4070F1Z5
TXN-028828,2025-04-10,2025-04-09,3202.57,VENDOR_0069,INV-2025-4640,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0069,False,576.46,27ABCDE9400F1Z5
TXN-028829,2025-12-02,2025-12-02,14882.95,VENDOR_0107,INV-2025-2994,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0107,False,2678.93,27ABCDE5872F1Z5
TXN-028830,2025-05-27,2025-05-25,1015.36,VENDOR_0134,INV-2025-3699,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0134,False,182.76,27ABCDE4877F1Z5
TXN-028831,2025-06-21,2025-06-19,7204.41,VENDOR_0089,INV-2025-6478,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0089,False,1296.79,27ABCDE1669F1Z5
TXN-028832,2026-02-21,2026-02-19,1647.95,VENDOR_0052,INV-2025-3202,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0052,False,296.63,27ABCDE5659F1Z5
TXN-028833,2025-04-24,2025-04-23,1556.02,VENDOR_0194,INV-2025-3262,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0194,False,280.08,27ABCDE3700F1Z5
TXN-028834,2025-08-28,2025-08-28,589.86,VENDOR_0164,INV-2025-2916,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0164,False,106.17,27ABCDE4461F1Z5
TXN-028835,2026-01-17,2026-01-16,10636.12,VENDOR_0083,INV-2025-9786,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0083,False,1914.50,27ABCDE9317F1Z5
TXN-028836,2025-09-11,2025-09-09,4594.74,VENDOR_0185,INV-2025-7058,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0185,False,827.05,27ABCDE4941F1Z5
TXN-028837,2025-08-10,2025-08-09,4589.44,VENDOR_0181,INV-2025-4983,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0181,False,826.10,27ABCDE4802F1Z5
TXN-028838,2025-07-28,2025-07-28,3328.01,VENDOR_0060,INV-2025-8118,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0060,False,599.04,27ABCDE1043F1Z5
TXN-028839,2025-04-26,2025-04-24,8935.03,VENDOR_0066,INV-2025-3095,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0066,False,1608.31,27ABCDE1987F1Z5
TXN-028840,2025-05-03,2025-04-30,25377.66,VENDOR_0184,INV-2025-5637,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0184,False,4567.98,27ABCDE9137F1Z5
TXN-028841,2025-10-21,2025-10-21,21521.19,VENDOR_0003,INV-2025-8189,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0003,False,3873.81,27ABCDE7768F1Z5
TXN-028842,2026-01-25,2026-01-22,23990.17,VENDOR_Y09,INV-2025-4661,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_Y09,False,4318.23,27ABCDE7456F1Z5
TXN-028843,2025-06-10,2025-06-09,4311.2,VENDOR_0087,INV-2025-6204,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0087,False,776.02,27ABCDE9824F1Z5
TXN-028844,2025-05-02,2025-05-01,7796.09,VENDOR_0190,INV-2025-9511,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0190,False,1403.30,27ABCDE3328F1Z5
TXN-028845,2025-06-22,2025-06-20,22279.5,VENDOR_0034,INV-2025-4364,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0034,False,4010.31,27ABCDE4814F1Z5
TXN-028846,2026-03-18,2026-03-15,7077.2,VENDOR_0154,INV-2025-2440,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0154,False,1273.90,27ABCDE7028F1Z5
TXN-028847,2025-10-29,2025-10-28,7948.17,VENDOR_0164,INV-2025-3865,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0164,False,1430.67,27ABCDE1254F1Z5
TXN-028848,2026-03-05,2026-03-03,6178.06,VENDOR_0109,INV-2025-5669,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0109,False,1112.05,27ABCDE5964F1Z5
TXN-028849,2025-09-03,2025-09-03,1364.02,VENDOR_0197,INV-2025-3712,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0197,False,245.52,27ABCDE8455F1Z5
TXN-028850,2025-12-29,2025-12-27,31244.14,VENDOR_0145,INV-2025-1423,Raw Material Purchases,Accounts Payable,Payment for raw material purchases to VENDOR_0145,False,5623.95,27ABCDE2117F1Z5
TXN-028851,2026-02-26,2026-02-25,29911.32,VENDOR_0149,INV-2025-1372,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0149,False,5384.04,27ABCDE4235F1Z5
TXN-028852,2025-10-08,2025-10-05,4649.01,VENDOR_0128,INV-2025-5203,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0128,False,836.82,27ABCDE4013F1Z5
TXN-028853,2025-10-12,2025-10-10,150.00,VENDOR_0024,INV-2025-6246,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0024,False,27.00,27ABCDE5835F1Z5
TXN-028854,2025-12-24,2025-12-21,13852.22,VENDOR_0023,INV-2025-7751,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0023,False,2493.40,27ABCDE6263F1Z5
TXN-028855,2025-11-04,2025-11-02,909.82,VENDOR_0194,INV-2025-9021,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0194,False,163.77,27ABCDE2268F1Z5
TXN-028856,2025-06-24,2025-06-22,5010.0,VENDOR_0008,INV-2025-5245,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0008,False,901.80,27ABCDE2276F1Z5
TXN-028857,2025-12-03,2025-12-01,36811.21,VENDOR_0046,INV-2025-3755,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0046,False,6626.02,27ABCDE9260F1Z5
TXN-028858,2026-03-01,2026-02-27,8143.33,VENDOR_0038,INV-2025-7743,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0038,False,1465.80,27ABCDE4048F1Z5
TXN-028859,2025-06-17,2025-06-14,39759.32,VENDOR_0142,INV-2025-9804,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0142,False,7156.68,27ABCDE4463F1Z5
TXN-028860,2026-02-03,2026-01-31,19131.41,VENDOR_0092,INV-2025-5004,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0092,False,3443.65,27ABCDE5565F1Z5
TXN-028861,2025-09-14,2025-09-12,32566.66,VENDOR_0136,INV-2025-3715,Raw Material Purchases,Accounts Payable,Payment for raw material purchases to VENDOR_0136,False,5862.00,27ABCDE8617F1Z5
TXN-028862,2026-02-26,2026-02-25,14920.64,VENDOR_0116,INV-2025-4891,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0116,False,2685.72,27ABCDE4676F1Z5
TXN-028863,2025-09-22,2025-09-22,2243.79,VENDOR_X17,INV-2025-3784,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_X17,False,403.88,27ABCDE9822F1Z5
TXN-028864,2025-12-15,2025-12-15,4325.34,VENDOR_0119,INV-2025-9008,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0119,False,778.56,27ABCDE6854F1Z5
TXN-028865,2026-01-10,2026-01-07,63664.75,VENDOR_0131,INV-2025-5808,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0131,False,11459.66,27ABCDE2657F1Z5
TXN-028866,2026-03-28,2026-03-28,2347.6,VENDOR_0180,INV-2025-9182,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0180,False,422.57,27ABCDE4640F1Z5
TXN-028867,2025-06-10,2025-06-07,1626.29,VENDOR_0090,INV-2025-2882,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0090,False,292.73,27ABCDE7354F1Z5
TXN-028868,2026-03-14,2026-03-12,14082.03,VENDOR_0051,INV-2025-6571,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0051,False,2534.77,27ABCDE6495F1Z5
TXN-028869,2025-12-16,2025-12-14,2736.88,VENDOR_0057,INV-2025-4395,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0057,False,492.64,27ABCDE5609F1Z5
TXN-028870,2026-02-24,2026-02-22,18635.82,VENDOR_0119,INV-2025-2145,Professional Fees,ICICI Bank Account,Payment for professional fees to VENDOR_0119,False,3354.45,27ABCDE6534F1Z5
TXN-028871,2025-08-23,2025-08-23,935.09,VENDOR_0065,INV-2025-1642,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0065,False,168.32,27ABCDE6678F1Z5
TXN-028872,2026-01-27,2026-01-25,147833.39,VENDOR_0165,INV-2025-3298,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0165,False,26610.01,27ABCDE8871F1Z5
TXN-028873,2026-03-20,2026-03-20,12422.44,VENDOR_0035,INV-2025-2874,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0035,False,2236.04,27ABCDE1744F1Z5
TXN-028874,2025-12-18,2025-12-15,24596.34,VENDOR_0144,INV-2025-4701,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0144,False,4427.34,27ABCDE1741F1Z5
TXN-028875,2026-02-21,2026-02-21,10212.78,VENDOR_0007,INV-2025-7429,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0007,False,1838.30,27ABCDE8508F1Z5
TXN-028876,2025-09-10,2025-09-07,1663.03,VENDOR_0050,INV-2025-4395,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0050,False,299.35,27ABCDE8454F1Z5
TXN-028877,2026-03-17,2026-03-14,5472.09,VENDOR_X17,INV-2025-8303,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_X17,False,984.98,27ABCDE7066F1Z5
TXN-028878,2026-01-18,2026-01-15,4112.72,VENDOR_0122,INV-2025-4710,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0122,False,740.29,27ABCDE8954F1Z5
TXN-028879,2025-06-13,2025-06-11,4621.32,VENDOR_0075,INV-2025-4391,Rent Expense,SBI Corporate Account,Payment for rent expense to VENDOR_0075,False,831.84,27ABCDE7040F1Z5
TXN-028880,2025-08-26,2025-08-24,1228.83,VENDOR_0075,INV-2025-1925,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0075,False,221.19,27ABCDE7010F1Z5
TXN-028881,2026-03-19,2026-03-18,1203.83,VENDOR_0036,INV-2025-3172,Raw Material Purchases,HDFC Current Account,Payment for raw material purchases to VENDOR_0036,False,216.69,27ABCDE7515F1Z5
TXN-028882,2026-03-29,2026-03-26,1522.22,VENDOR_0150,INV-2025-3181,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0150,False,274.00,27ABCDE2766F1Z5
TXN-028883,2025-07-28,2025-07-26,6184.78,VENDOR_0056,INV-2025-3287,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0056,False,1113.26,27ABCDE7134F1Z5
TXN-028884,2026-01-05,2026-01-05,38394.51,VENDOR_0035,INV-2025-9999,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0035,False,6911.01,27ABCDE6433F1Z5
TXN-028885,2026-01-23,2026-01-21,55806.0,VENDOR_0003,INV-2025-1738,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0003,False,10045.08,27ABCDE5944F1Z5
TXN-028886,2025-06-20,2025-06-19,3901.77,VENDOR_0050,INV-2025-2819,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0050,False,702.32,27ABCDE9334F1Z5
TXN-028887,2025-12-12,2025-12-12,1180.94,VENDOR_0048,INV-2025-4742,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0048,False,212.57,27ABCDE3277F1Z5
TXN-028888,2026-01-11,2026-01-08,6075.01,VENDOR_0082,INV-2025-6135,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0082,False,1093.50,27ABCDE9038F1Z5
TXN-028889,2025-09-22,2025-09-21,2569.13,VENDOR_0104,INV-2025-9578,Capital Expenditure,ICICI Bank Account,Payment for capital expenditure to VENDOR_0104,False,462.44,27ABCDE8197F1Z5
TXN-028890,2025-08-14,2025-08-12,3409.47,VENDOR_0019,INV-2025-3178,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0019,False,613.70,27ABCDE9420F1Z5
TXN-028891,2025-11-27,2025-11-26,20932.58,VENDOR_0072,INV-2025-3885,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0072,False,3767.86,27ABCDE9410F1Z5
TXN-028892,2026-02-05,2026-02-03,6516.44,VENDOR_0189,INV-2025-9808,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0189,False,1172.96,27ABCDE1522F1Z5
TXN-028893,2025-11-18,2025-11-18,174714.7,VENDOR_0014,INV-2025-6669,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0014,False,31448.65,27ABCDE9194F1Z5
TXN-028894,2025-10-13,2025-10-11,4858.66,VENDOR_0058,INV-2025-7673,Raw Material Purchases,HDFC Current Account,Payment for raw material purchases to VENDOR_0058,False,874.56,27ABCDE8438F1Z5
TXN-028895,2025-07-09,2025-07-06,16461.85,VENDOR_0042,INV-2025-8599,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0042,False,2963.13,27ABCDE4158F1Z5
TXN-028896,2025-11-01,2025-10-29,3462.63,VENDOR_0027,INV-2025-2621,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0027,False,623.27,27ABCDE2039F1Z5
TXN-028897,2025-08-16,2025-08-13,2134.24,VENDOR_0088,INV-2025-5828,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0088,False,384.16,27ABCDE4843F1Z5
TXN-028898,2025-06-10,2025-06-09,1164.34,VENDOR_0071,INV-2025-2637,Raw Material Purchases,Accounts Payable,Payment for raw material purchases to VENDOR_0071,False,209.58,27ABCDE9032F1Z5
TXN-028899,2025-12-31,2025-12-31,5131.03,VENDOR_0035,INV-2025-6339,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0035,False,923.59,27ABCDE9344F1Z5
TXN-028900,2025-11-05,2025-11-02,7347.39,VENDOR_0048,INV-2025-2480,Vendor Advances,HDFC Current Account,Payment for vendor advances to VENDOR_0048,False,1322.53,27ABCDE6891F1Z5
TXN-028901,2025-08-19,2025-08-16,11281.38,VENDOR_0066,INV-2025-2904,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0066,False,2030.65,27ABCDE7886F1Z5
TXN-028902,2025-12-11,2025-12-08,4773.38,VENDOR_0149,INV-2025-9264,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0149,False,859.21,27ABCDE9314F1Z5
TXN-028903,2026-03-12,2026-03-11,834.52,VENDOR_0199,INV-2025-4326,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0199,False,150.21,27ABCDE7057F1Z5
TXN-028904,2026-02-20,2026-02-18,1404.8,VENDOR_0098,INV-2025-5616,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0098,False,252.86,27ABCDE2114F1Z5
TXN-028905,2025-12-27,2025-12-25,4186.71,VENDOR_0080,INV-2025-8583,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0080,False,753.61,27ABCDE5654F1Z5
TXN-028906,2025-09-12,2025-09-09,29020.69,VENDOR_0113,INV-2025-2373,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0113,False,5223.72,27ABCDE5653F1Z5
TXN-028907,2025-07-19,2025-07-17,3246.03,VENDOR_0198,INV-2025-6369,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0198,False,584.29,27ABCDE5963F1Z5
TXN-028908,2025-05-28,2025-05-27,2854.79,VENDOR_0008,INV-2025-9452,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0008,False,513.86,27ABCDE1628F1Z5
TXN-028909,2025-05-15,2025-05-13,58804.13,VENDOR_0166,INV-2025-4963,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0166,False,10584.74,27ABCDE8208F1Z5
TXN-028910,2025-12-14,2025-12-14,11623.26,VENDOR_0098,INV-2025-4881,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0098,False,2092.19,27ABCDE8118F1Z5
TXN-028911,2025-05-15,2025-05-12,8603.21,VENDOR_0199,INV-2025-4963,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0199,False,1548.58,27ABCDE4554F1Z5
TXN-028912,2025-10-20,2025-10-20,13424.66,VENDOR_0100,INV-2025-9555,Rent Expense,ICICI Bank Account,Payment for rent expense to VENDOR_0100,False,2416.44,27ABCDE4651F1Z5
TXN-028913,2025-06-01,2025-06-01,3556.24,VENDOR_0072,INV-2025-2420,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0072,False,640.12,27ABCDE4312F1Z5
TXN-028914,2025-07-12,2025-07-11,2039.2,VENDOR_0039,INV-2025-4894,Professional Fees,HDFC Current Account,Payment for professional fees to VENDOR_0039,False,367.06,27ABCDE1049F1Z5
TXN-028915,2026-03-02,2026-02-27,3221.87,VENDOR_0093,INV-2025-2037,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0093,False,579.94,27ABCDE5506F1Z5
TXN-028916,2025-07-07,2025-07-04,4483.5,VENDOR_0101,INV-2025-1821,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0101,False,807.03,27ABCDE2378F1Z5
TXN-028917,2025-05-01,2025-04-28,3306.35,VENDOR_0163,INV-2025-8506,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0163,False,595.14,27ABCDE4106F1Z5
TXN-028918,2026-01-11,2026-01-11,21593.94,VENDOR_0015,INV-2025-1700,Operating Expenses,HDFC Current Account,Payment for operating expenses to VENDOR_0015,False,3886.91,27ABCDE8565F1Z5
TXN-028919,2025-06-16,2025-06-16,799.77,VENDOR_0127,INV-2025-7647,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0127,False,143.96,27ABCDE6467F1Z5
TXN-028920,2025-09-06,2025-09-06,560.75,VENDOR_0159,INV-2025-8821,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0159,False,100.94,27ABCDE4569F1Z5
TXN-028921,2026-01-22,2026-01-21,24060.11,VENDOR_0032,INV-2025-7431,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0032,False,4330.82,27ABCDE1105F1Z5
TXN-028922,2025-08-17,2025-08-17,1737.91,VENDOR_0186,INV-2025-2737,Vendor Advances,ICICI Bank Account,Payment for vendor advances to VENDOR_0186,False,312.82,27ABCDE7134F1Z5
TXN-028923,2026-03-22,2026-03-21,10586.58,VENDOR_0060,INV-2025-4934,Vendor Advances,Accounts Payable,Payment for vendor advances to VENDOR_0060,False,1905.58,27ABCDE3866F1Z5
TXN-028924,2025-10-30,2025-10-28,18161.49,VENDOR_0167,INV-2025-2252,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0167,False,3269.07,27ABCDE3613F1Z5
TXN-028925,2025-05-19,2025-05-17,10034.95,VENDOR_0132,INV-2025-6493,Capital Expenditure,HDFC Current Account,Payment for capital expenditure to VENDOR_0132,False,1806.29,27ABCDE6488F1Z5
TXN-028926,2025-08-24,2025-08-24,12470.66,VENDOR_0152,INV-2025-2147,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0152,False,2244.72,27ABCDE6319F1Z5
TXN-028927,2025-08-08,2025-08-08,17235.28,VENDOR_0008,INV-2025-2983,Raw Material Purchases,Accounts Payable,Payment for raw material purchases to VENDOR_0008,False,3102.35,27ABCDE9820F1Z5
TXN-028928,2026-03-29,2026-03-27,150.00,VENDOR_0156,INV-2025-9389,Vendor Advances,SBI Corporate Account,Payment for vendor advances to VENDOR_0156,False,27.00,27ABCDE7202F1Z5
TXN-028929,2025-05-12,2025-05-12,2965.02,VENDOR_0150,INV-2025-9925,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0150,False,533.70,27ABCDE7041F1Z5
TXN-028930,2025-05-30,2025-05-28,579.92,VENDOR_0149,INV-2025-1474,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0149,False,104.39,27ABCDE1975F1Z5
TXN-028931,2026-02-16,2026-02-13,2731.63,VENDOR_0042,INV-2025-8817,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0042,False,491.69,27ABCDE4683F1Z5
TXN-028932,2025-04-14,2025-04-14,1133.06,VENDOR_0025,INV-2025-2602,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0025,False,203.95,27ABCDE1128F1Z5
TXN-028933,2025-09-01,2025-09-01,11986.73,VENDOR_0078,INV-2025-4156,Raw Material Purchases,Accounts Payable,Payment for raw material purchases to VENDOR_0078,False,2157.61,27ABCDE6970F1Z5
TXN-028934,2025-12-28,2025-12-28,1417.41,VENDOR_0136,INV-2025-9000,Raw Material Purchases,HDFC Current Account,Payment for raw material purchases to VENDOR_0136,False,255.13,27ABCDE1633F1Z5
TXN-028935,2026-02-26,2026-02-24,2258.04,VENDOR_0191,INV-2025-5239,Operating Expenses,Accounts Payable,Payment for operating expenses to VENDOR_0191,False,406.45,27ABCDE7746F1Z5
TXN-028936,2026-03-26,2026-03-23,1887.38,VENDOR_0140,INV-2025-2067,Raw Material Purchases,SBI Corporate Account,Payment for raw material purchases to VENDOR_0140,False,339.73,27ABCDE9497F1Z5
TXN-028937,2026-03-28,2026-03-28,1541.35,VENDOR_0122,INV-2025-7726,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0122,False,277.44,27ABCDE7883F1Z5
TXN-028938,2026-02-16,2026-02-13,903.28,VENDOR_0034,INV-2025-8534,Capital Expenditure,Accounts Payable,Payment for capital expenditure to VENDOR_0034,False,162.59,27ABCDE6716F1Z5
TXN-028939,2025-09-01,2025-08-31,4682.71,VENDOR_0161,INV-2025-9445,Rent Expense,HDFC Current Account,Payment for rent expense to VENDOR_0161,False,842.89,27ABCDE8593F1Z5
TXN-028940,2025-09-15,2025-09-14,10629.5,VENDOR_0012,INV-2025-2738,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0012,False,1913.31,27ABCDE2249F1Z5
TXN-028941,2025-12-06,2025-12-06,2216.37,VENDOR_0103,INV-2025-3184,Operating Expenses,ICICI Bank Account,Payment for operating expenses to VENDOR_0103,False,398.95,27ABCDE1517F1Z5
TXN-028942,2025-11-11,2025-11-08,6770.97,VENDOR_0028,INV-2025-5420,Professional Fees,SBI Corporate Account,Payment for professional fees to VENDOR_0028,False,1218.77,27ABCDE9211F1Z5
TXN-028943,2025-04-05,2025-04-03,7055.38,VENDOR_0101,INV-2025-2095,Raw Material Purchases,ICICI Bank Account,Payment for raw material purchases to VENDOR_0101,False,1269.97,27ABCDE7372F1Z5
TXN-028944,2026-03-20,2026-03-20,3807.55,VENDOR_0005,INV-2025-7836,Rent Expense,Accounts Payable,Payment for rent expense to VENDOR_0005,False,685.36,27ABCDE3512F1Z5
TXN-028945,2025-11-29,2025-11-26,2071.82,VENDOR_0008,INV-2025-6730,Capital Expenditure,SBI Corporate Account,Payment for capital expenditure to VENDOR_0008,False,372.93,27ABCDE6978F1Z5
TXN-028946,2025-10-01,2025-09-28,12178.24,VENDOR_0053,INV-2025-3773,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0053,False,2192.08,27ABCDE1629F1Z5
TXN-028947,2025-09-24,2025-09-23,1240.73,VENDOR_0028,INV-2025-2473,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0028,False,223.33,27ABCDE7333F1Z5
TXN-028948,2025-05-26,2025-05-24,10657.63,VENDOR_0142,INV-2025-9084,Operating Expenses,SBI Corporate Account,Payment for operating expenses to VENDOR_0142,False,1918.37,27ABCDE3060F1Z5
TXN-028949,2025-05-20,2025-05-19,6378.83,VENDOR_0052,INV-2025-9804,Professional Fees,Accounts Payable,Payment for professional fees to VENDOR_0052,False,1148.19,27ABCDE3812F1Z5
